"ts","country","category","visits","unique_visitors","sales","number_of_products"
"2022-04-17T00:00:00.000000Z","IT","KITCHEN",455,115,26.32,2
"2022-04-17T00:00:00.000000Z","IT","BATHROOM",463,171,71.01,6
"2022-04-18T00:00:00.000000Z","UK","HOME",638,117,337.65,5
"2022-04-18T00:00:00.000000Z","UK","KITCHEN",648,273,131.6,5
"2022-04-18T00:00:00.000000Z","UK","BATHROOM",646,313,142.02,5
"2022-04-18T00:00:00.000000Z","ES","HOME",387,120,67.53,5
"2022-04-18T00:00:00.000000Z","ES","KITCHEN",382,136,26.32,5
"2022-04-18T00:00:00.000000Z","ES","BATHROOM",378,133,94.68,5
"2022-04-18T00:00:00.000000Z","FR","HOME",538,207,270.12,1
"2022-04-18T00:00:00.000000Z","FR","KITCHEN",534,191,105.28,1
"2022-04-18T00:00:00.000000Z","FR","BATHROOM",590,182,142.02,3
"2022-04-18T00:00:00.000000Z","DE","HOME",564,200,67.53,2
"2022-04-18T00:00:00.000000Z","DE","KITCHEN",579,204,26.32,2
"2022-04-18T00:00:00.000000Z","DE","BATHROOM",560,191,23.67,6
"2022-04-18T00:00:00.000000Z","IT","HOME",453,135,337.65,3
"2022-04-18T00:00:00.000000Z","IT","KITCHEN",495,110,131.6,3
"2022-04-18T00:00:00.000000Z","IT","BATHROOM",459,114,23.67,2
"2022-04-19T00:00:00.000000Z","UK","HOME",629,139,405.18,2
"2022-04-19T00:00:00.000000Z","UK","KITCHEN",630,134,157.920000000000,2
"2022-04-19T00:00:00.000000Z","UK","BATHROOM",621,147,118.350000000000,6
"2022-04-19T00:00:00.000000Z","ES","HOME",368,82,135.06,6
"2022-04-19T00:00:00.000000Z","ES","KITCHEN",368,129,52.64,6
"2022-04-19T00:00:00.000000Z","ES","BATHROOM",370,129,23.67,5
"2022-04-19T00:00:00.000000Z","FR","HOME",532,198,135.06,5
"2022-04-19T00:00:00.000000Z","FR","KITCHEN",564,162,52.64,5
"2022-04-19T00:00:00.000000Z","FR","BATHROOM",566,174,23.67,4
"2022-04-19T00:00:00.000000Z","DE","HOME",551,235,405.18,5
"2022-04-19T00:00:00.000000Z","DE","KITCHEN",548,284,157.920000000000,5
"2022-04-19T00:00:00.000000Z","DE","BATHROOM",603,258,94.68,4
"2022-04-19T00:00:00.000000Z","IT","HOME",449,144,270.12,5
"2022-04-19T00:00:00.000000Z","IT","KITCHEN",474,99,105.28,5
"2022-04-19T00:00:00.000000Z","IT","BATHROOM",434,141,118.350000000000,1
"2022-04-20T00:00:00.000000Z","UK","HOME",615,279,270.12,2
"2022-04-20T00:00:00.000000Z","UK","KITCHEN",600,236,105.28,2
"2022-04-20T00:00:00.000000Z","UK","BATHROOM",609,192,47.34,4
"2022-04-20T00:00:00.000000Z","ES","HOME",370,126,270.12,6
"2022-04-20T00:00:00.000000Z","ES","KITCHEN",366,88,105.28,6
"2022-04-20T00:00:00.000000Z","ES","BATHROOM",370,129,47.34,6
"2022-04-20T00:00:00.000000Z","FR","HOME",564,265,135.06,2
"2022-04-20T00:00:00.000000Z","FR","KITCHEN",507,209,52.64,2
"2022-04-20T00:00:00.000000Z","FR","BATHROOM",524,198,23.67,2
"2022-04-20T00:00:00.000000Z","DE","HOME",544,93,67.53,1
"2022-04-20T00:00:00.000000Z","DE","KITCHEN",576,248,26.32,1
"2022-04-20T00:00:00.000000Z","DE","BATHROOM",578,288,23.67,2
"2022-04-20T00:00:00.000000Z","IT","HOME",427,164,135.06,6
"2022-04-20T00:00:00.000000Z","IT","KITCHEN",470,151,52.64,6
"2022-04-20T00:00:00.000000Z","IT","BATHROOM",459,123,47.34,5
"2022-04-21T00:00:00.000000Z","UK","HOME",607,334,67.53,2
"2022-04-21T00:00:00.000000Z","UK","KITCHEN",599,235,26.32,2
"2022-04-21T00:00:00.000000Z","UK","BATHROOM",608,298,47.34,1
"2022-04-21T00:00:00.000000Z","ES","HOME",354,90,405.18,2
"2022-04-21T00:00:00.000000Z","ES","KITCHEN",359,62,157.920000000000,2
"2022-04-21T00:00:00.000000Z","ES","BATHROOM",352,97,94.68,6
"2022-04-21T00:00:00.000000Z","FR","HOME",561,185,405.18,5
"2022-04-21T00:00:00.000000Z","FR","KITCHEN",535,174,157.920000000000,5
"2022-04-21T00:00:00.000000Z","FR","BATHROOM",482,249,118.350000000000,2
"2022-04-21T00:00:00.000000Z","DE","HOME",574,115,337.65,6
"2022-04-21T00:00:00.000000Z","DE","KITCHEN",519,111,131.6,6
"2022-04-21T00:00:00.000000Z","DE","BATHROOM",535,123,142.02,5
"2022-04-21T00:00:00.000000Z","IT","HOME",454,95,135.06,5
"2022-04-21T00:00:00.000000Z","IT","KITCHEN",414,149,52.64,5
"2022-04-21T00:00:00.000000Z","IT","BATHROOM",465,150,71.01,4
"2022-04-22T00:00:00.000000Z","UK","HOME",578,244,405.18,1
"2022-04-22T00:00:00.000000Z","UK","KITCHEN",578,282,157.920000000000,1
"2022-04-22T00:00:00.000000Z","UK","BATHROOM",581,248,47.34,6
"2022-04-22T00:00:00.000000Z","ES","HOME",344,77,67.53,5
"2022-04-22T00:00:00.000000Z","ES","KITCHEN",348,80,26.32,5
"2022-04-22T00:00:00.000000Z","ES","BATHROOM",349,83,142.02,2
"2022-04-22T00:00:00.000000Z","FR","HOME",546,227,67.53,5
"2022-04-22T00:00:00.000000Z","FR","KITCHEN",456,211,26.32,5
"2022-04-22T00:00:00.000000Z","FR","BATHROOM",510,174,47.34,6
"2022-04-22T00:00:00.000000Z","DE","HOME",570,253,270.12,1
"2022-04-22T00:00:00.000000Z","DE","KITCHEN",545,212,105.28,1
"2022-04-22T00:00:00.000000Z","DE","BATHROOM",493,168,23.67,1
"2022-04-22T00:00:00.000000Z","IT","HOME",429,156,337.65,5
"2022-04-22T00:00:00.000000Z","IT","KITCHEN",440,120,131.6,5
"2022-04-22T00:00:00.000000Z","IT","BATHROOM",422,112,118.350000000000,2
"2022-04-23T00:00:00.000000Z","UK","HOME",564,179,405.18,4
"2022-04-23T00:00:00.000000Z","UK","KITCHEN",557,295,157.920000000000,4
"2022-04-23T00:00:00.000000Z","UK","BATHROOM",560,139,23.67,6
"2022-04-23T00:00:00.000000Z","ES","HOME",333,107,67.53,2
"2022-04-23T00:00:00.000000Z","ES","KITCHEN",333,99,26.32,2
"2022-04-23T00:00:00.000000Z","ES","BATHROOM",340,88,23.67,5
"2022-04-23T00:00:00.000000Z","FR","HOME",486,206,135.06,1
"2022-04-23T00:00:00.000000Z","FR","KITCHEN",529,169,52.64,1
"2022-04-23T00:00:00.000000Z","FR","BATHROOM",458,193,118.350000000000,1
"2022-04-23T00:00:00.000000Z","DE","HOME",555,308,270.12,2
"2022-04-23T00:00:00.000000Z","DE","KITCHEN",467,211,105.28,2
"2022-04-23T00:00:00.000000Z","DE","BATHROOM",519,272,118.350000000000,6
"2022-04-23T00:00:00.000000Z","IT","HOME",411,128,270.12,3
"2022-04-23T00:00:00.000000Z","IT","KITCHEN",410,137,105.28,3
"2022-04-23T00:00:00.000000Z","IT","BATHROOM",442,137,142.02,2
"2022-04-24T00:00:00.000000Z","UK","HOME",556,155,405.18,1
"2022-04-24T00:00:00.000000Z","UK","KITCHEN",561,316,157.920000000000,1
"2022-04-24T00:00:00.000000Z","UK","BATHROOM",550,112,94.68,6
"2022-04-24T00:00:00.000000Z","ES","HOME",334,137,202.59,2
"2022-04-24T00:00:00.000000Z","ES","KITCHEN",325,107,78.960000000000,2
"2022-04-24T00:00:00.000000Z","ES","BATHROOM",329,120,23.67,2
"2022-04-24T00:00:00.000000Z","FR","HOME",505,202,202.59,6
"2022-04-24T00:00:00.000000Z","FR","KITCHEN",515,199,78.960000000000,6
"2022-04-24T00:00:00.000000Z","FR","BATHROOM",450,225,118.350000000000,2
"2022-04-24T00:00:00.000000Z","DE","HOME",494,220,270.12,1
"2022-04-24T00:00:00.000000Z","DE","KITCHEN",537,256,105.28,1
"2022-04-24T00:00:00.000000Z","DE","BATHROOM",467,223,94.68,1
"2022-04-24T00:00:00.000000Z","IT","HOME",386,107,337.65,5
"2022-04-24T00:00:00.000000Z","IT","KITCHEN",408,110,131.6,5
"2022-04-24T00:00:00.000000Z","IT","BATHROOM",387,139,118.350000000000,5
"2022-04-25T00:00:00.000000Z","UK","HOME",537,284,405.18,2
"2022-04-25T00:00:00.000000Z","UK","KITCHEN",527,332,157.920000000000,2
"2022-04-25T00:00:00.000000Z","UK","BATHROOM",534,291,23.67,6
"2022-04-25T00:00:00.000000Z","ES","HOME",326,129,270.12,2
"2022-04-25T00:00:00.000000Z","ES","KITCHEN",320,138,105.28,2
"2022-04-25T00:00:00.000000Z","ES","BATHROOM",316,64,71.01,2
"2022-04-25T00:00:00.000000Z","FR","HOME",442,234,135.06,3
"2022-04-25T00:00:00.000000Z","FR","KITCHEN",437,234,52.64,3
"2022-04-25T00:00:00.000000Z","FR","BATHROOM",438,185,23.67,3
"2022-04-25T00:00:00.000000Z","DE","HOME",512,155,67.53,3
"2022-04-25T00:00:00.000000Z","DE","KITCHEN",522,269,26.32,3
"2022-04-25T00:00:00.000000Z","DE","BATHROOM",458,115,94.68,2
"2022-04-25T00:00:00.000000Z","IT","HOME",416,77,337.65,3
"2022-04-25T00:00:00.000000Z","IT","KITCHEN",369,109,131.6,3
"2022-04-25T00:00:00.000000Z","IT","BATHROOM",406,111,118.350000000000,4
"2022-04-26T00:00:00.000000Z","UK","HOME",515,246,202.59,1
"2022-04-26T00:00:00.000000Z","UK","KITCHEN",527,223,78.960000000000,1
"2022-04-26T00:00:00.000000Z","UK","BATHROOM",527,193,47.34,3
"2022-04-26T00:00:00.000000Z","ES","HOME",316,45,405.18,5
"2022-04-26T00:00:00.000000Z","ES","KITCHEN",313,124,157.920000000000,5
"2022-04-26T00:00:00.000000Z","ES","BATHROOM",314,103,94.68,2
"2022-04-26T00:00:00.000000Z","FR","HOME",413,173,67.53,3
"2022-04-26T00:00:00.000000Z","FR","KITCHEN",486,240,26.32,3
"2022-04-26T00:00:00.000000Z","FR","BATHROOM",444,226,142.02,2
"2022-04-26T00:00:00.000000Z","DE","HOME",449,131,135.06,4
"2022-04-26T00:00:00.000000Z","DE","KITCHEN",445,290,52.64,4
"2022-04-26T00:00:00.000000Z","DE","BATHROOM",446,89,94.68,1
"2022-04-26T00:00:00.000000Z","IT","HOME",398,89,135.06,5
"2022-04-26T00:00:00.000000Z","IT","KITCHEN",374,78,52.64,5
"2022-04-26T00:00:00.000000Z","IT","BATHROOM",395,82,71.01,5
"2022-04-27T00:00:00.000000Z","UK","HOME",509,317,67.53,6
"2022-04-27T00:00:00.000000Z","UK","KITCHEN",511,187,26.32,6
"2022-04-27T00:00:00.000000Z","UK","BATHROOM",508,187,23.67,1
"2022-04-27T00:00:00.000000Z","ES","HOME",301,62,405.18,4
"2022-04-27T00:00:00.000000Z","ES","KITCHEN",297,93,157.920000000000,4
"2022-04-27T00:00:00.000000Z","ES","BATHROOM",301,65,142.02,5
"2022-04-27T00:00:00.000000Z","FR","HOME",406,202,270.12,1
"2022-04-27T00:00:00.000000Z","FR","KITCHEN",427,149,105.28,1
"2022-04-27T00:00:00.000000Z","FR","BATHROOM",424,231,71.01,1
"2022-04-27T00:00:00.000000Z","DE","HOME",421,259,67.53,6
"2022-04-27T00:00:00.000000Z","DE","KITCHEN",491,306,26.32,6
"2022-04-27T00:00:00.000000Z","DE","BATHROOM",451,265,23.67,3
"2022-04-27T00:00:00.000000Z","IT","HOME",396,127,405.18,2
"2022-04-27T00:00:00.000000Z","IT","KITCHEN",353,127,157.920000000000,2
"2022-04-27T00:00:00.000000Z","IT","BATHROOM",378,105,118.350000000000,5
"2022-04-28T00:00:00.000000Z","UK","HOME",488,198,202.59,6
"2022-04-28T00:00:00.000000Z","UK","KITCHEN",498,218,78.960000000000,6
"2022-04-28T00:00:00.000000Z","UK","BATHROOM",487,216,142.02,3
"2022-04-28T00:00:00.000000Z","ES","HOME",296,100,202.59,4
"2022-04-28T00:00:00.000000Z","ES","KITCHEN",293,121,78.960000000000,4
"2022-04-28T00:00:00.000000Z","ES","BATHROOM",290,74,142.02,4
"2022-04-28T00:00:00.000000Z","FR","HOME",406,168,202.59,1
"2022-04-28T00:00:00.000000Z","FR","KITCHEN",402,144,78.960000000000,1
"2022-04-28T00:00:00.000000Z","FR","BATHROOM",417,154,71.01,4
"2022-04-28T00:00:00.000000Z","DE","HOME",413,221,135.06,5
"2022-04-28T00:00:00.000000Z","DE","KITCHEN",433,198,52.64,5
"2022-04-28T00:00:00.000000Z","DE","BATHROOM",430,169,47.34,4
"2022-04-28T00:00:00.000000Z","IT","HOME",378,145,405.18,4
"2022-04-28T00:00:00.000000Z","IT","KITCHEN",380,147,157.920000000000,4
"2022-04-28T00:00:00.000000Z","IT","BATHROOM",358,131,71.01,2
"2022-04-29T00:00:00.000000Z","UK","HOME",471,221,135.06,4
"2022-04-29T00:00:00.000000Z","UK","KITCHEN",467,191,52.64,4
"2022-04-29T00:00:00.000000Z","UK","BATHROOM",475,306,142.02,2
"2022-04-29T00:00:00.000000Z","ES","HOME",283,98,67.53,2
"2022-04-29T00:00:00.000000Z","ES","KITCHEN",285,53,26.32,2
"2022-04-29T00:00:00.000000Z","ES","BATHROOM",287,77,71.01,4
"2022-04-29T00:00:00.000000Z","FR","HOME",405,174,337.65,1
"2022-04-29T00:00:00.000000Z","FR","KITCHEN",446,148,131.6,1
"2022-04-29T00:00:00.000000Z","FR","BATHROOM",426,172,23.67,3
"2022-04-29T00:00:00.000000Z","DE","HOME",412,292,270.12,6
"2022-04-29T00:00:00.000000Z","DE","KITCHEN",408,164,105.28,6
"2022-04-29T00:00:00.000000Z","DE","BATHROOM",422,164,23.67,6
"2022-04-29T00:00:00.000000Z","IT","HOME",363,144,135.06,1
"2022-04-29T00:00:00.000000Z","IT","KITCHEN",354,101,52.64,1
"2022-04-29T00:00:00.000000Z","IT","BATHROOM",335,133,118.350000000000,6
"2022-04-30T00:00:00.000000Z","UK","HOME",468,134,337.65,2
"2022-04-30T00:00:00.000000Z","UK","KITCHEN",462,263,131.6,2
"2022-04-30T00:00:00.000000Z","UK","BATHROOM",467,144,94.68,5
"2022-04-30T00:00:00.000000Z","ES","HOME",272,107,270.12,6
"2022-04-30T00:00:00.000000Z","ES","KITCHEN",271,61,105.28,6
"2022-04-30T00:00:00.000000Z","ES","BATHROOM",270,96,23.67,2
"2022-04-30T00:00:00.000000Z","FR","HOME",379,178,135.06,4
"2022-04-30T00:00:00.000000Z","FR","KITCHEN",362,222,52.64,4
"2022-04-30T00:00:00.000000Z","FR","BATHROOM",415,217,23.67,5
"2022-04-30T00:00:00.000000Z","DE","HOME",410,175,67.53,1
"2022-04-30T00:00:00.000000Z","DE","KITCHEN",450,194,26.32,1
"2022-04-30T00:00:00.000000Z","DE","BATHROOM",431,192,47.34,5
"2022-04-30T00:00:00.000000Z","IT","HOME",350,94,67.53,5
"2022-04-30T00:00:00.000000Z","IT","KITCHEN",327,95,26.32,5
"2022-04-30T00:00:00.000000Z","IT","BATHROOM",338,132,47.34,6
"2022-05-01T00:00:00.000000Z","UK","HOME",437,135,67.53,1
"2022-05-01T00:00:00.000000Z","UK","KITCHEN",449,162,26.32,1
"2022-05-01T00:00:00.000000Z","UK","BATHROOM",439,168,47.34,1
"2022-05-01T00:00:00.000000Z","ES","HOME",270,45,67.53,6
"2022-05-01T00:00:00.000000Z","ES","KITCHEN",265,106,26.32,6
"2022-05-01T00:00:00.000000Z","ES","BATHROOM",263,121,94.68,6
"2022-05-01T00:00:00.000000Z","FR","HOME",405,246,405.18,6
"2022-05-01T00:00:00.000000Z","FR","KITCHEN",384,239,157.920000000000,6
"2022-05-01T00:00:00.000000Z","FR","BATHROOM",375,160,23.67,2
"2022-05-01T00:00:00.000000Z","DE","HOME",385,197,337.65,3
"2022-05-01T00:00:00.000000Z","DE","KITCHEN",368,167,131.6,3
"2022-05-01T00:00:00.000000Z","DE","BATHROOM",420,281,94.68,6
"2022-05-01T00:00:00.000000Z","IT","HOME",339,145,270.12,2
"2022-05-01T00:00:00.000000Z","IT","KITCHEN",325,152,105.28,2
"2022-05-01T00:00:00.000000Z","IT","BATHROOM",343,140,94.68,2
"2022-05-02T00:00:00.000000Z","UK","HOME",435,259,337.65,2
"2022-05-02T00:00:00.000000Z","UK","KITCHEN",430,237,131.6,2
"2022-05-02T00:00:00.000000Z","UK","BATHROOM",424,128,23.67,5
"2022-05-02T00:00:00.000000Z","ES","HOME",253,52,337.65,6
"2022-05-02T00:00:00.000000Z","ES","KITCHEN",255,129,131.6,6
"2022-05-02T00:00:00.000000Z","ES","BATHROOM",257,107,23.67,6
"2022-05-02T00:00:00.000000Z","FR","HOME",352,167,135.06,6
"2022-05-02T00:00:00.000000Z","FR","KITCHEN",391,232,52.64,6
"2022-05-02T00:00:00.000000Z","FR","BATHROOM",384,161,94.68,6
"2022-05-02T00:00:00.000000Z","DE","HOME",409,111,270.12,5
"2022-05-02T00:00:00.000000Z","DE","KITCHEN",389,239,105.28,5
"2022-05-02T00:00:00.000000Z","DE","BATHROOM",380,122,23.67,1
"2022-05-02T00:00:00.000000Z","IT","HOME",329,70,67.53,3
"2022-05-02T00:00:00.000000Z","IT","KITCHEN",325,127,26.32,3
"2022-05-02T00:00:00.000000Z","IT","BATHROOM",312,158,23.67,1
"2022-05-03T00:00:00.000000Z","UK","HOME",413,298,135.06,2
"2022-05-03T00:00:00.000000Z","UK","KITCHEN",421,151,52.64,2
"2022-05-03T00:00:00.000000Z","UK","BATHROOM",411,229,47.34,2
"2022-05-03T00:00:00.000000Z","ES","HOME",249,68,405.18,2
"2022-05-03T00:00:00.000000Z","ES","KITCHEN",247,51,157.920000000000,2
"2022-05-03T00:00:00.000000Z","ES","BATHROOM",250,50,118.350000000000,6
"2022-05-03T00:00:00.000000Z","FR","HOME",347,226,67.53,3
"2022-05-03T00:00:00.000000Z","FR","KITCHEN",381,211,26.32,3
"2022-05-03T00:00:00.000000Z","FR","BATHROOM",343,156,142.02,2
"2022-05-03T00:00:00.000000Z","DE","HOME",357,113,337.65,1
"2022-05-03T00:00:00.000000Z","DE","KITCHEN",395,139,131.6,1
"2022-05-03T00:00:00.000000Z","DE","BATHROOM",388,146,118.350000000000,3
"2022-05-03T00:00:00.000000Z","IT","HOME",327,154,202.59,2
"2022-05-03T00:00:00.000000Z","IT","KITCHEN",319,117,78.960000000000,2
"2022-05-03T00:00:00.000000Z","IT","BATHROOM",297,77,118.350000000000,4
"2022-05-04T00:00:00.000000Z","UK","HOME",405,303,405.18,3
"2022-05-04T00:00:00.000000Z","UK","KITCHEN",399,227,157.920000000000,3
"2022-05-04T00:00:00.000000Z","UK","BATHROOM",411,118,47.34,6
"2022-05-04T00:00:00.000000Z","ES","HOME",239,66,270.12,4
"2022-05-04T00:00:00.000000Z","ES","KITCHEN",245,69,105.28,4
"2022-05-04T00:00:00.000000Z","ES","BATHROOM",246,90,142.02,2
"2022-05-04T00:00:00.000000Z","FR","HOME",371,243,405.18,6
"2022-05-04T00:00:00.000000Z","FR","KITCHEN",382,198,157.920000000000,6
"2022-05-04T00:00:00.000000Z","FR","BATHROOM",326,247,142.02,1
"2022-05-04T00:00:00.000000Z","DE","HOME",353,235,270.12,3
"2022-05-04T00:00:00.000000Z","DE","KITCHEN",386,214,105.28,3
"2022-05-04T00:00:00.000000Z","DE","BATHROOM",349,106,94.68,5
"2022-05-04T00:00:00.000000Z","IT","HOME",291,150,135.06,3
"2022-05-04T00:00:00.000000Z","IT","KITCHEN",280,94,52.64,3
"2022-05-04T00:00:00.000000Z","IT","BATHROOM",285,135,47.34,1
"2022-05-05T00:00:00.000000Z","UK","HOME",398,224,337.65,6
"2022-05-05T00:00:00.000000Z","UK","KITCHEN",388,218,131.6,6
"2022-05-05T00:00:00.000000Z","UK","BATHROOM",401,111,71.01,5
"2022-05-05T00:00:00.000000Z","ES","HOME",234,91,405.18,1
"2022-05-05T00:00:00.000000Z","ES","KITCHEN",237,93,157.920000000000,1
"2022-05-05T00:00:00.000000Z","ES","BATHROOM",234,42,94.68,4
"2022-05-05T00:00:00.000000Z","FR","HOME",356,198,405.18,2
"2022-05-05T00:00:00.000000Z","FR","KITCHEN",361,153,157.920000000000,2
"2022-05-05T00:00:00.000000Z","FR","BATHROOM",322,248,71.01,6
"2022-05-05T00:00:00.000000Z","DE","HOME",376,275,135.06,1
"2022-05-05T00:00:00.000000Z","DE","KITCHEN",386,129,52.64,1
"2022-05-05T00:00:00.000000Z","DE","BATHROOM",332,206,118.350000000000,1
"2022-05-05T00:00:00.000000Z","IT","HOME",275,138,135.06,1
"2022-05-05T00:00:00.000000Z","IT","KITCHEN",309,156,52.64,1
"2022-05-05T00:00:00.000000Z","IT","BATHROOM",280,79,71.01,3
"2022-05-06T00:00:00.000000Z","UK","HOME",391,207,135.06,1
"2022-05-06T00:00:00.000000Z","UK","KITCHEN",389,286,52.64,1
"2022-05-06T00:00:00.000000Z","UK","BATHROOM",385,313,142.02,2
"2022-05-06T00:00:00.000000Z","ES","HOME",227,60,135.06,2
"2022-05-06T00:00:00.000000Z","ES","KITCHEN",230,66,52.64,2
"2022-05-06T00:00:00.000000Z","ES","BATHROOM",231,70,142.02,1
"2022-05-06T00:00:00.000000Z","FR","HOME",357,185,270.12,5
"2022-05-06T00:00:00.000000Z","FR","KITCHEN",349,227,105.28,5
"2022-05-06T00:00:00.000000Z","FR","BATHROOM",310,152,142.02,6
"2022-05-06T00:00:00.000000Z","DE","HOME",361,281,67.53,2
"2022-05-06T00:00:00.000000Z","DE","KITCHEN",366,205,26.32,2
"2022-05-06T00:00:00.000000Z","DE","BATHROOM",328,97,94.68,3
"2022-05-06T00:00:00.000000Z","IT","HOME",295,137,67.53,1
"2022-05-06T00:00:00.000000Z","IT","KITCHEN",269,116,26.32,1
"2022-05-06T00:00:00.000000Z","IT","BATHROOM",295,152,47.34,2
"2022-05-07T00:00:00.000000Z","UK","HOME",381,170,135.06,4
"2022-05-07T00:00:00.000000Z","UK","KITCHEN",376,238,52.64,4
"2022-05-07T00:00:00.000000Z","UK","BATHROOM",367,150,23.67,2
"2022-05-07T00:00:00.000000Z","ES","HOME",227,52,337.65,3
"2022-05-07T00:00:00.000000Z","ES","KITCHEN",226,73,131.6,3
"2022-05-07T00:00:00.000000Z","ES","BATHROOM",227,99,47.34,2
"2022-05-07T00:00:00.000000Z","FR","HOME",303,251,337.65,6
"2022-05-07T00:00:00.000000Z","FR","KITCHEN",304,232,131.6,6
"2022-05-07T00:00:00.000000Z","FR","BATHROOM",326,218,47.34,4
"2022-05-07T00:00:00.000000Z","DE","HOME",363,202,135.06,2
"2022-05-07T00:00:00.000000Z","DE","KITCHEN",355,196,52.64,2
"2022-05-07T00:00:00.000000Z","DE","BATHROOM",317,89,47.34,1
"2022-05-07T00:00:00.000000Z","IT","HOME",272,93,135.06,2
"2022-05-07T00:00:00.000000Z","IT","KITCHEN",269,86,52.64,2
"2022-05-07T00:00:00.000000Z","IT","BATHROOM",293,106,71.01,2
"2022-05-08T00:00:00.000000Z","UK","HOME",368,277,67.53,5
"2022-05-08T00:00:00.000000Z","UK","KITCHEN",363,195,26.32,5
"2022-05-08T00:00:00.000000Z","UK","BATHROOM",371,183,94.68,1
"2022-05-08T00:00:00.000000Z","ES","HOME",219,44,67.53,4
"2022-05-08T00:00:00.000000Z","ES","KITCHEN",215,94,26.32,4
"2022-05-08T00:00:00.000000Z","ES","BATHROOM",215,112,118.350000000000,3
"2022-05-08T00:00:00.000000Z","FR","HOME",287,215,270.12,1
"2022-05-08T00:00:00.000000Z","FR","KITCHEN",295,146,105.28,1
"2022-05-08T00:00:00.000000Z","FR","BATHROOM",328,166,118.350000000000,5
"2022-05-08T00:00:00.000000Z","DE","HOME",310,185,405.18,3
"2022-05-08T00:00:00.000000Z","DE","KITCHEN",311,264,157.920000000000,3
"2022-05-08T00:00:00.000000Z","DE","BATHROOM",333,292,23.67,2
"2022-05-08T00:00:00.000000Z","IT","HOME",281,148,67.53,4
"2022-05-08T00:00:00.000000Z","IT","KITCHEN",275,67,26.32,4
"2022-05-08T00:00:00.000000Z","IT","BATHROOM",275,132,23.67,1
"2022-05-09T00:00:00.000000Z","UK","HOME",354,206,202.59,2
"2022-05-09T00:00:00.000000Z","UK","KITCHEN",358,184,78.960000000000,2
"2022-05-09T00:00:00.000000Z","UK","BATHROOM",362,142,118.350000000000,3
"2022-05-09T00:00:00.000000Z","ES","HOME",216,95,67.53,5
"2022-05-09T00:00:00.000000Z","ES","KITCHEN",217,124,26.32,5
"2022-05-09T00:00:00.000000Z","ES","BATHROOM",210,72,23.67,4
"2022-05-09T00:00:00.000000Z","FR","HOME",336,169,135.06,6
"2022-05-09T00:00:00.000000Z","FR","KITCHEN",334,147,52.64,6
"2022-05-09T00:00:00.000000Z","FR","BATHROOM",327,249,142.02,4
"2022-05-09T00:00:00.000000Z","DE","HOME",296,149,405.18,6
"2022-05-09T00:00:00.000000Z","DE","KITCHEN",303,217,157.920000000000,6
"2022-05-09T00:00:00.000000Z","DE","BATHROOM",335,129,47.34,2
"2022-05-09T00:00:00.000000Z","IT","HOME",280,142,135.06,4
"2022-05-09T00:00:00.000000Z","IT","KITCHEN",262,66,52.64,4
"2022-05-09T00:00:00.000000Z","IT","BATHROOM",264,73,23.67,2
"2022-05-10T00:00:00.000000Z","UK","HOME",356,154,67.53,5
"2022-05-10T00:00:00.000000Z","UK","KITCHEN",358,241,26.32,5
"2022-05-10T00:00:00.000000Z","UK","BATHROOM",358,163,47.34,1
"2022-05-10T00:00:00.000000Z","ES","HOME",213,62,270.12,5
"2022-05-10T00:00:00.000000Z","ES","KITCHEN",213,59,105.28,5
"2022-05-10T00:00:00.000000Z","ES","BATHROOM",209,106,23.67,5
"2022-05-10T00:00:00.000000Z","FR","HOME",287,181,405.18,4
"2022-05-10T00:00:00.000000Z","FR","KITCHEN",331,206,157.920000000000,4
"2022-05-10T00:00:00.000000Z","FR","BATHROOM",287,193,23.67,2
"2022-05-10T00:00:00.000000Z","DE","HOME",345,256,405.18,1
"2022-05-10T00:00:00.000000Z","DE","KITCHEN",343,174,157.920000000000,1
"2022-05-10T00:00:00.000000Z","DE","BATHROOM",336,162,142.02,3
"2022-05-10T00:00:00.000000Z","IT","HOME",249,138,67.53,4
"2022-05-10T00:00:00.000000Z","IT","KITCHEN",275,93,26.32,4
"2022-05-10T00:00:00.000000Z","IT","BATHROOM",250,152,47.34,1
"2022-05-11T00:00:00.000000Z","UK","HOME",351,142,337.65,5
"2022-05-11T00:00:00.000000Z","UK","KITCHEN",348,143,131.6,5
"2022-05-11T00:00:00.000000Z","UK","BATHROOM",342,148,118.350000000000,5
"2022-05-11T00:00:00.000000Z","ES","HOME",208,98,67.53,1
"2022-05-11T00:00:00.000000Z","ES","KITCHEN",208,75,26.32,1
"2022-05-11T00:00:00.000000Z","ES","BATHROOM",205,97,94.68,5
"2022-05-11T00:00:00.000000Z","FR","HOME",277,167,337.65,4
"2022-05-11T00:00:00.000000Z","FR","KITCHEN",283,143,131.6,4
"2022-05-11T00:00:00.000000Z","FR","BATHROOM",295,233,142.02,6
"2022-05-11T00:00:00.000000Z","DE","HOME",297,186,135.06,4
"2022-05-11T00:00:00.000000Z","DE","KITCHEN",340,164,52.64,4
"2022-05-11T00:00:00.000000Z","DE","BATHROOM",297,121,142.02,6
"2022-05-11T00:00:00.000000Z","IT","HOME",254,64,270.12,1
"2022-05-11T00:00:00.000000Z","IT","KITCHEN",252,80,105.28,1
"2022-05-11T00:00:00.000000Z","IT","BATHROOM",243,136,94.68,2
"2022-05-12T00:00:00.000000Z","UK","HOME",338,265,67.53,6
